Frame:0.515 Mvs_record:0.182 Pts_num:3340.000 Pts_num_r:39849.000 Ransac:0.008 Render:0.009 Render_mp:3.668 Track_img:0.082 Vio_f2f:0.007 Vio_f2m:0.004 Wait:45.488 
Frame:0.479 Mvs_record:0.243 Pts_num:3340.000 Pts_num_r:43443.000 Ransac:0.010 Render:0.006 Render_mp:1.434 Track_img:0.061 Vio_f2f:0.006 Vio_f2m:0.004 Wait:0.001 
Frame:0.349 Mvs_record:0.107 Pts_num:3340.000 Pts_num_r:43580.000 Ransac:0.010 Render:0.005 Render_mp:1.428 Track_img:0.058 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.372 Mvs_record:0.105 Pts_num:3217.000 Pts_num_r:42163.000 Ransac:0.007 Render:0.006 Render_mp:1.731 Track_img:0.046 Vio_f2f:0.006 Vio_f2m:0.003 Wait:48.239 
Frame:0.373 Mvs_record:0.119 Pts_num:3217.000 Pts_num_r:45663.000 Ransac:0.009 Render:0.006 Render_mp:1.510 Track_img:0.064 Vio_f2f:0.007 Vio_f2m:0.004 Wait:0.001 
Frame:0.502 Mvs_record:0.187 Pts_num:3217.000 Pts_num_r:45584.000 Ransac:0.012 Render:0.006 Render_mp:1.726 Track_img:0.060 Vio_f2f:0.008 Vio_f2m:0.004 Wait:0.002 
Frame:0.565 Mvs_record:0.206 Pts_num:3163.000 Pts_num_r:42591.000 Ransac:0.011 Render:0.008 Render_mp:1.789 Track_img:0.048 Vio_f2f:0.007 Vio_f2m:0.003 Wait:49.558 
Frame:0.378 Mvs_record:0.134 Pts_num:3163.000 Pts_num_r:45808.000 Ransac:0.010 Render:0.006 Render_mp:1.474 Track_img:0.063 Vio_f2f:0.005 Vio_f2m:0.004 Wait:0.002 
Frame:0.488 Mvs_record:0.188 Pts_num:3163.000 Pts_num_r:45714.000 Ransac:0.025 Render:0.010 Render_mp:1.717 Track_img:0.062 Vio_f2f:0.010 Vio_f2m:0.004 Wait:0.001 
Frame:0.662 Mvs_record:0.303 Pts_num:3107.000 Pts_num_r:45055.000 Ransac:0.008 Render:0.009 Render_mp:1.810 Track_img:0.046 Vio_f2f:0.007 Vio_f2m:0.004 Wait:49.856 
Frame:0.413 Mvs_record:0.132 Pts_num:3107.000 Pts_num_r:48274.000 Ransac:0.011 Render:0.006 Render_mp:2.099 Track_img:0.064 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.001 
Frame:0.393 Mvs_record:0.141 Pts_num:3107.000 Pts_num_r:48166.000 Ransac:0.008 Render:0.006 Render_mp:1.685 Track_img:0.079 Vio_f2f:0.006 Vio_f2m:0.004 Wait:0.002 
Frame:0.546 Mvs_record:0.179 Pts_num:3080.000 Pts_num_r:45782.000 Ransac:0.011 Render:0.007 Render_mp:1.875 Track_img:0.051 Vio_f2f:0.007 Vio_f2m:0.004 Wait:47.566 
Frame:0.485 Mvs_record:0.175 Pts_num:3080.000 Pts_num_r:48866.000 Ransac:0.012 Render:0.006 Render_mp:2.021 Track_img:0.075 Vio_f2f:0.008 Vio_f2m:0.004 Wait:0.002 
Frame:0.360 Mvs_record:0.127 Pts_num:3080.000 Pts_num_r:48714.000 Ransac:0.008 Render:0.006 Render_mp:1.668 Track_img:0.062 Vio_f2f:0.007 Vio_f2m:0.004 Wait:0.002 
Frame:0.572 Mvs_record:0.203 Pts_num:3028.000 Pts_num_r:47021.000 Ransac:0.009 Render:0.009 Render_mp:1.820 Track_img:0.054 Vio_f2f:0.010 Vio_f2m:0.004 Wait:45.923 
Frame:0.507 Mvs_record:0.165 Pts_num:3028.000 Pts_num_r:50018.000 Ransac:0.009 Render:0.030 Render_mp:3.950 Track_img:0.062 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.002 
Frame:0.595 Mvs_record:0.229 Pts_num:3028.000 Pts_num_r:50010.000 Ransac:0.013 Render:0.009 Render_mp:1.999 Track_img:0.075 Vio_f2f:0.010 Vio_f2m:0.003 Wait:0.002 
Frame:0.510 Mvs_record:0.199 Pts_num:3107.000 Pts_num_r:49566.000 Ransac:0.008 Render:0.008 Render_mp:1.866 Track_img:0.044 Vio_f2f:0.007 Vio_f2m:0.004 Wait:48.557 
Frame:0.371 Mvs_record:0.121 Pts_num:3107.000 Pts_num_r:52626.000 Ransac:0.009 Render:0.005 Render_mp:1.702 Track_img:0.063 Vio_f2f:0.007 Vio_f2m:0.004 Wait:0.002 
Frame:0.408 Mvs_record:0.161 Pts_num:3107.000 Pts_num_r:52708.000 Ransac:0.008 Render:0.006 Render_mp:1.930 Track_img:0.063 Vio_f2f:0.008 Vio_f2m:0.004 Wait:0.001 
Frame:0.467 Mvs_record:0.184 Pts_num:3057.000 Pts_num_r:50740.000 Ransac:0.010 Render:0.008 Render_mp:1.992 Track_img:0.045 Vio_f2f:0.008 Vio_f2m:0.003 Wait:47.412 
Frame:0.412 Mvs_record:0.134 Pts_num:3057.000 Pts_num_r:53664.000 Ransac:0.010 Render:0.006 Render_mp:2.115 Track_img:0.066 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.380 Mvs_record:0.149 Pts_num:3057.000 Pts_num_r:53566.000 Ransac:0.010 Render:0.006 Render_mp:1.827 Track_img:0.063 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
